Series Name,Series Code,Country Name,Country Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkiye,TUR,9215.44049888114,8638.73903848102,9743.21277804855,10674.504157865,13105.6585004778,15473.2872636856
GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,15874.5220531254,16150.9291009726,18635.5088812509,18891.213529396,22145.2643088909,25022.6716445953
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,United States,USA,1.65046566913468,1.32883273821456,4.56598550261991,7.1294808542103,3.59839135378085,2.41809815948876
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,United Kingdom,GBR,2.13295139419517,4.96982050842443,0.066556651367506,5.44390476600624,6.88853758661627,4.01174057473806
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Mexico,MEX,4.31901023665301,4.61979012344409,4.48797272763839,6.63122008991697,4.48311577788125,4.935408692579
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Canada,CAN,1.54607073393581,1.07081026105622,7.78502011074684,7.90676213077326,1.3572659269347,3.03631769454921
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Brazil,BRA,4.22425886342708,6.47249962315726,13.0472708601388,8.57028196165616,5.15950107377019,3.79801408025078
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Argentina,ARG,49.1955790596612,40.0830878011993,53.8020877665554,69.8760842459268,135.368876310592,207.9218609534
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Colombia,COL,4.00262054293638,1.48172462037553,7.80211309545884,14.9250366806978,6.9523623210511,5.77650128290072
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Germany,DEU,2.01597612276328,1.75504599873261,2.80292936590148,6.09185663198414,6.14291652076442,3.10601366099202
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,France,FRA,1.21052308336793,2.97797868174696,1.22181614073425,3.22063216992299,5.30357173576937,2.31295798668936
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Sweden,SWE,2.42065005761071,1.79366290628502,2.74063332906569,5.781937156664,6.03613421896053,2.78772865046054
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Spain,ESP,1.42867123652391,1.13391454164042,2.55611236501613,4.71187421007816,6.23528006974459,2.9829920792457
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Italy,ITA,1.04700690430435,1.57740278796771,1.28332187292641,3.45535917134771,5.91461605792436,2.11108991995954
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Japan,JPN,0.634803165679926,0.933912186858549,-0.203835821828704,0.399048968762756,4.06819848886964,2.87380993657106
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,"Korea, Rep.",KOR,-0.839325308149668,1.56374685675343,2.76293194144772,1.27552257409207,2.06407396162432,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,India,IND,2.40551716106513,4.81485791893405,8.35490771481598,5.89714185891133,2.59194954513768,3.20181010019256
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Singapore,SGP,-0.424898726497446,-2.39290245566239,10.9292875816122,14.9214101290688,-5.0186426400397,3.24187076847286
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,South Africa,ZAF,4.61352469052481,5.3913943350576,6.53869058287115,4.99247138395964,4.80427142694981,3.8432983868135
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Nigeria,NGA,10.384779195217,7.84914204720589,10.1310336867347,11.3113349413983,12.6218692275514,14.4500702250751
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Australia,AUS,3.46820261012924,1.88550119010648,3.0799498600023,7.17553361510235,6.51199894950456,2.6265456903831
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Turkiye,TUR,13.8677568970462,14.7893415893496,28.9730004765532,96.0361986700836,68.233934158098,58.4849131803454
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Poland,POL,3.02644690867653,4.23859434856777,5.34023602800748,10.689577427514,9.86569270234997,3.58714469894088
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,United States,USA,1.65046566913468,1.32883273821456,4.56598550261991,7.1294808542103,3.59839135378085,2.41809815948876
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,United Kingdom,GBR,2.13295139419517,4.96982050842443,0.066556651367506,5.44390476600624,6.88853758661627,4.01174057473806
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,Mexico,MEX,4.31901023665301,4.61979012344409,4.48797272763839,6.63122008991697,4.48311577788125,4.935408692579
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,Canada,CAN,1.54607073393581,1.07081026105622,7.78502011074684,7.90676213077326,1.3572659269347,3.03631769454921
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,Brazil,BRA,4.22425886342708,6.47249962315726,13.0472708601388,8.57028196165616,5.15950107377019,3.79801408025078
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,Argentina,ARG,49.1955790596612,40.0830878011993,53.8020877665554,69.8760842459268,135.368876310592,207.9218609534
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,Colombia,COL,4.00262054293638,1.48172462037553,7.80211309545884,14.9250366806978,6.9523623210511,5.77650128290072
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,Germany,DEU,2.01597612276328,1.75504599873261,2.80292936590148,6.09185663198414,6.14291652076442,3.10601366099202
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,France,FRA,1.21052308336793,2.97797868174696,1.22181614073425,3.22063216992299,5.30357173576937,2.31295798668936
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,Sweden,SWE,2.42065005761071,1.79366290628502,2.74063332906569,5.781937156664,6.03613421896053,2.78772865046054
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,Spain,ESP,1.42867123652391,1.13391454164042,2.55611236501613,4.71187421007816,6.23528006974459,2.9829920792457
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,Italy,ITA,1.04700690430435,1.57740278796771,1.28332187292641,3.45535917134771,5.91461605792436,2.11108991995954
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,Japan,JPN,0.634803165679926,0.933912186858549,-0.203835821828704,0.399048968762756,4.06819848886964,2.87380993657106
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,"Korea, Rep.",KOR,-0.839325308149668,1.56374685675343,2.76293194144772,1.27552257409207,2.06407396162432,..
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,India,IND,2.40551716106513,4.81485791893405,8.35490771481598,5.89714185891133,2.59194954513768,3.20181010019256
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,Singapore,SGP,-0.424898726497446,-2.39290245566239,10.9292875816122,14.9214101290688,-5.0186426400397,3.24187076847286
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,South Africa,ZAF,4.61352469052481,5.3913943350576,6.53869058287115,4.99247138395964,4.80427142694981,3.8432983868135
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,Nigeria,NGA,10.384779195217,7.84914204720589,10.1310336867347,11.3113349413983,12.6218692275514,14.4500702250751
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,Australia,AUS,3.46820261012924,1.88550119010648,3.0799498600023,7.17553361510235,6.51199894950456,2.6265456903831
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,Turkiye,TUR,13.8677568970462,14.7893415893496,28.9730004765532,96.0361986700837,68.233934158098,58.4849131803454
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,Poland,POL,3.02644690867653,4.23859434856777,5.34023602800748,10.689577427514,9.86569270234997,3.58714469894088
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,United States,USA,14.4692832148142,13.0061222420701,14.422677831261,15.2894619130397,13.8878518583345,13.9911166360401
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,United Kingdom,GBR,33.0303533562736,29.1113418392136,29.4042618360024,35.3133356660075,33.0529270411278,31.7697823457053
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Mexico,MEX,38.9323214651119,37.6191836120664,42.5001044331777,45.8808899526489,37.6028627773981,37.9258515356765
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Canada,CAN,33.8187894602395,31.6831237283418,31.0717584176126,33.374430889461,33.2824552373876,32.717698647348
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Brazil,BRA,14.7673386785785,15.8485265343869,18.5469003909373,19.1853009729027,15.6969055268697,17.5165402609182
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Argentina,ARG,14.7057366680037,13.5982843701675,15.0119803984295,15.2996935612041,13.8912663507893,12.8251676959106
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Colombia,COL,21.6904953267149,20.5332954086799,23.8621404387264,27.8942871185028,22.5564540863658,20.9158739522507
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Germany,DEU,36.747442628887,33.824073376198,37.4990343972191,43.2836096462941,39.3967578932279,38.2444033577531
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,France,FRA,33.5394177830602,30.2816679047993,32.5004326976615,39.2864747207143,36.279524212719,33.9788865095979
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Sweden,SWE,44.2798696637669,40.0708387887778,42.9783402221752,51.974737140744,51.3586535274542,50.2096858272109
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Spain,ESP,31.6906621148431,28.9651031602513,32.7675046176609,38.8724320759099,34.1324706805738,33.0122572688199
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Italy,ITA,27.7443163412796,25.2136287172564,29.1303687572707,36.9173622620119,32.106099775264,30.4432306155658
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Japan,JPN,17.7528916808924,15.8020257724508,18.629254289208,25.2665627129772,23.2992883238654,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Korea, Rep.",KOR,36.4812778978581,32.6744545418102,38.3222274220465,48.2646450676456,43.9440093217037,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,India,IND,21.2411386333872,19.0756283996012,24.0239304534931,26.8237289453584,23.544144504402,23.4929703141577
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Singapore,SGP,147.50368512255,150.258780950135,146.450577108876,146.235276967639,144.131901648402,143.595141120325
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,South Africa,ZAF,26.6958670030255,23.1837449200214,24.9311150310516,31.4115525789563,32.4255686814627,29.8527528715858
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Nigeria,NGA,..,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Australia,AUS,22.0278238953145,20.6377169074661,18.2458042920249,20.2901822017406,22.4259429260923,22.6090197065918
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Turkiye,TUR,30.1190768431148,32.2229655859371,35.338747854855,42.5859275135465,34.3607690189066,27.7767152730999
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Poland,POL,48.9681403361987,46.8252057104188,53.836306949643,60.6688166147992,52.1436640222717,48.3211890119982
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,United States,USA,2.58382533018889,-2.16302913866512,6.05505293304556,2.5123753198332,2.88755600905984,2.79619035621393
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,United Kingdom,GBR,1.62447518038404,-10.296918859171,8.57595087393024,4.83908517877134,0.39708234553963,1.10066786639271
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mexico,MEX,-0.392690505099296,-8.35403456576364,6.04848345704632,3.71098893117183,3.2953909570288,1.4540624784799
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Canada,CAN,1.90843194590616,-5.03823343468899,5.95052802804381,4.18903628100851,1.52874550838358,1.5280811085284
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brazil,BRA,1.22077782360842,-3.2767587964736,4.76260437908608,3.01669435393015,3.24165532906981,3.39586645454844
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Argentina,ARG,-2.00086100285785,-9.9004848136464,10.4418119882506,5.26987967384072,-1.61100162090189,-1.71910514722377
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Colombia,COL,3.18685539245533,-7.18591413760859,10.8011981904878,7.32827729427979,0.712380031974334,1.7438014504116
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Germany,DEU,0.987893350164853,-4.09513751682526,3.6699998840452,1.36973104612758,-0.266438401180253,-0.238526858256165
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,France,FRA,2.02744646419237,-7.44064589948231,6.88233783360239,2.57084047567793,0.936487518850853,1.16613851497229
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sweden,SWE,2.54964787203104,-2.0053375219518,5.93750858896414,1.45928849980044,-0.114161935397789,0.973832212948594
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Spain,ESP,1.96117850841711,-10.9400706350371,6.68314420473001,6.17931219966114,2.6756634629066,3.15019564517223
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Italy,ITA,0.429162533780342,-8.86822122185345,8.93106210800055,4.82117669913565,0.715372500867531,0.725792380234424
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Japan,JPN,-0.402169200894946,-4.16876457146743,2.69657404187188,0.941998775483285,1.47503481053384,0.0836985643852159
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Rep.",KOR,2.24397786011012,-0.709415359397681,4.30473481906969,2.61267219187226,1.35673324311098,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,India,IND,3.87143694070356,-5.77772470686801,9.68959249192875,7.60936497768895,9.19075493028345,6.48422363033757
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Singapore,SGP,1.30804118153127,-3.81470885510713,9.7568044629903,4.10800021897151,1.82140694115385,4.38802362461865
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Africa,ZAF,0.25993557687633,-6.1689177146757,4.95503259440756,1.91147996033504,0.698485193724835,0.579853692303914
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nigeria,NGA,2.20842927714881,-1.79425308274458,3.64718654072446,3.25168140827093,2.86021499108364,3.42643947135149
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Australia,AUS,2.17154505737176,-0.119590735829973,2.11116814768786,4.24238555336139,3.44199220009025,1.4311125201703
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Turkiye,TUR,0.818514526726673,1.85987303976462,11.4393956926566,5.53342787492781,5.11116818488702,3.18402435479221
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Poland,POL,4.58045817256199,-2.03556882399977,6.92718266052501,5.25545697386036,0.249610834017872,2.9233880806669
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,United States,USA,1.46696501417689,0.641871902381299,2.01829546351403,1.60299809746593,1.30568089005227,1.01784861961104
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,United Kingdom,GBR,0.694070007703284,5.82864205974733,0.160847823124997,1.44178892281254,0.409209760829812,0.0961822157060986
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Mexico,MEX,2.29639390866973,2.81349178443172,2.69815759567076,2.66415918311792,1.72931055025628,2.44690161792244
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Canada,CAN,2.80676687017653,1.75897085668576,2.97618288160973,2.29317324184365,1.93601776565032,2.62340440884912
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Brazil,BRA,3.692673213156,2.59263795310275,2.77979084938159,3.8221961533297,2.8497546823908,3.26093198121488
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Argentina,ARG,1.48500687570697,1.26616924308721,1.36838083162438,2.40302244246396,3.83188895905263,1.83878197817
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Colombia,COL,4.33058240931506,2.7588942895314,3.00175693787234,4.97124137726565,4.58478761240549,3.40925590060448
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Germany,DEU,1.90698688059702,4.48666571074036,2.93470785974787,2.0947134896352,1.71109200964451,1.02145633651483
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,France,FRA,1.96486943301561,0.731471704018579,3.30405312221271,4.01585632811977,0.591500421783679,1.64614949240398
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Sweden,SWE,2.98447516897391,3.39683456902909,9.09954665874792,9.31834204985397,3.14953629798377,4.72920886954297
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Spain,ESP,2.16052375036307,2.92165980781023,4.42272902452136,4.52740675341745,2.6512753496567,1.98001092809134
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Italy,ITA,1.77066894209208,-0.893869914296462,1.20474315612308,2.94181405797187,1.82329512104505,0.917841215922765
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Japan,JPN,0.780785313301259,1.23830386396694,0.695100892094565,1.12971840820325,0.47897443130528,0.426561392377945
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,"Korea, Rep.",KOR,0.58339386057331,0.533043337613518,1.21315499855807,1.49617378306838,1.11176900074515,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,India,IND,1.78482633957161,2.40620322673636,1.41217101040888,1.49248825904,0.771919134264091,0.69363736851848
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Singapore,SGP,28.3315504321637,22.841082837391,33.3045808694371,29.414237864711,26.2141035698283,27.7575647897243
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,South Africa,ZAF,1.31407752293306,0.933073684352394,9.6602653363801,2.27046857469365,1.01471020714548,0.582175041986934
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Nigeria,NGA,0.485777628049362,0.551893508838688,0.751578312174957,-0.0391267487603444,0.514645981301691,0.57536877367597
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Australia,AUS,2.78196787472132,1.35325605506287,2.0246819461122,4.16149504206489,1.91730721115443,3.09257917824853
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Turkiye,TUR,1.24926755538016,1.04423130250652,1.54586383583081,1.5195369726187,0.953004409142305,0.887433012030944
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Poland,POL,3.15455649244208,3.31499087827758,5.44306784714588,6.00626051695503,4.22376174713947,2.33629423834068
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,United States,USA,0.533551977898589,1.32213923271427,1.44482297771508,1.49516899231292,1.26650801031099,1.10388286541426
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,United Kingdom,GBR,-0.753954193168224,0.607703721532752,5.1139669551206,4.01052148511915,0.896398790352631,1.87457090384564
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,Mexico,MEX,0.46655629263881,0.448976803692317,-0.0227940347685688,1.18268665081825,0.0455340294005447,0.704059032291964
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,Canada,CAN,4.35319353176514,2.86462616548379,5.17851725947531,4.048309744686,4.08492890022951,3.86306756314717
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,Brazil,BRA,1.21815769940391,-0.234891708950017,0.972038153023479,1.70880593961054,1.14773101167023,1.20852175435663
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,Argentina,ARG,0.340080898652055,0.305173266187524,0.317298745187022,0.330257486949538,0.46794285054368,0.435317808516311
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,Colombia,COL,0.976218890297516,0.641190771333668,0.998608409489945,0.978931362975407,0.346389567858682,1.0933802457239
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,Germany,DEU,4.3299226385712,3.67680289295586,4.93769265312081,3.62471459581005,2.28280329592525,1.72028119406471
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,France,FRA,3.11018903168592,1.08525408792736,3.98508078434687,3.68314611306419,2.29379328003245,1.31955289307622
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,Sweden,SWE,4.11916863469749,4.14373532409917,9.93934993975539,11.3604101168669,7.02154328424454,5.67950808846561
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,Spain,ESP,2.9067834147218,4.3639170223537,3.50614720923462,4.83719251483578,2.44889482735525,3.29082807549289
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,Italy,ITA,1.85404274702956,0.248402242308732,2.66378600555641,2.24599989500342,1.32675504301584,1.43606039152331
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,Japan,JPN,5.04659310842062,2.97024478482841,4.16125568185979,4.104280295451,4.63871311590493,5.17162974168686
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,"Korea, Rep.",KOR,2.13385676725272,2.1183560283733,3.62953336285071,3.93084120600832,1.87832988216092,..
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,India,IND,0.463417725968969,0.415823729906748,0.54427728129202,0.43430316091549,0.381437635526984,0.619743193032566
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,Singapore,SGP,18.4005860588162,12.8268367757845,16.6602777743773,11.8537102479729,7.7058753819462,10.0947685766209
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,South Africa,ZAF,0.806754603409893,-0.572783267129974,0.0241341081623645,0.583562977630042,-0.733714859269321,-0.315766270440371
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,Nigeria,NGA,0.0601282042082383,0.340892224048837,0.412380056004151,-0.0140474676673227,0.0703163193463305,0.217274367708429
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,Australia,AUS,0.638945694912113,0.55699197477725,0.461333267746361,7.37768712631424,0.784630496399591,0.845467011246894
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,Turkiye,TUR,0.395660524797483,0.451315602824872,0.786714671067437,0.543920155462904,0.533242497111342,0.499677005496773
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,Poland,POL,0.890848611819982,0.837247273001203,1.48294288221985,1.8117975417708,1.81881709224501,0.913417798845877
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United States,USA,11.7891974097286,10.0736556273372,10.7909781995156,11.6022279170372,11.0115112856601,10.8968750610333
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United Kingdom,GBR,31.63478028095,29.6697957580892,29.1802747877833,33.5671944737788,31.9794112168664,30.6377190511784
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mexico,MEX,38.5296507920009,39.2353720871536,40.5691931994994,42.9460448302063,36.1666703433344,36.7857440701926
